File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF571KJQ	bed narrowPeak	peaks and background as input for IDR	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF473HRH, ENCFF847NEY	7148874	ENCODE Processing Pipeline	0b1bee6b8255bda8362d44ac6f64c8f3		https://www.encodeproject.org/files/ENCFF571KJQ/@@download/ENCFF571KJQ.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF186ZHF	bigWig	fold change over control	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF473HRH, ENCFF847NEY	1943592770	ENCODE Processing Pipeline	b2925e8b9fcaae3c32fb58524be2fc01		https://www.encodeproject.org/files/ENCFF186ZHF/@@download/ENCFF186ZHF.bigWig	hg19				released	antibody characterized with exemption			
ENCFF628TDS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF571KJQ	769290	ENCODE Processing Pipeline	cd58607413b78b9adb9cac4287c16c79		https://www.encodeproject.org/files/ENCFF628TDS/@@download/ENCFF628TDS.bed.gz	hg19				released	antibody characterized with exemption			
ENCFF462DJE	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF628TDS	1290468	ENCODE Processing Pipeline	836a23f724accd91afdb10373e6bddcf		https://www.encodeproject.org/files/ENCFF462DJE/@@download/ENCFF462DJE.bigBed	hg19				released	antibody characterized with exemption			
ENCFF643IBY	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF872XQU	1291293	ENCODE Processing Pipeline	c51fffd0ea5e0400f2342eed03c946a4		https://www.encodeproject.org/files/ENCFF643IBY/@@download/ENCFF643IBY.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF875ZVM	bed narrowPeak	peaks and background as input for IDR	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF260NKL, ENCFF831EFP	7139192	ENCODE Processing Pipeline	df7c713a0569232587603dbc9a8d7a56		https://www.encodeproject.org/files/ENCFF875ZVM/@@download/ENCFF875ZVM.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF603HTW	bigWig	fold change over control	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF260NKL, ENCFF831EFP	1958644969	ENCODE Processing Pipeline	2705c6c797fab116d485f3e2b62f9d1d		https://www.encodeproject.org/files/ENCFF603HTW/@@download/ENCFF603HTW.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF083CME	bigBed narrowPeak	peaks and background as input for IDR	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF875ZVM	13967180	ENCODE Processing Pipeline	1961a32a016df924623982eaf6836372		https://www.encodeproject.org/files/ENCFF083CME/@@download/ENCFF083CME.bigBed	GRCh38				released	antibody characterized with exemption			
ENCFF872XQU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF875ZVM	769847	ENCODE Processing Pipeline	96a6addb7f97f575dfb29ed32e9e168f		https://www.encodeproject.org/files/ENCFF872XQU/@@download/ENCFF872XQU.bed.gz	GRCh38				released	antibody characterized with exemption			
ENCFF283HMN	bigWig	signal p-value	ENCSR307PFP	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF260NKL, ENCFF831EFP	1645185916	ENCODE Processing Pipeline	57b3db136f26073ef393f85169dca372		https://www.encodeproject.org/files/ENCFF283HMN/@@download/ENCFF283HMN.bigWig	GRCh38				released	antibody characterized with exemption			
ENCFF560UPE	fastq	reads	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1	1	100		paired-ended	1	ENCFF367GUA		2465680863	Michael Snyder, Stanford	081ed34d70a6a7a5d951657c77da77a7	SRA:SRR8660009	https://www.encodeproject.org/files/ENCFF560UPE/@@download/ENCFF560UPE.fastq.gz			Illumina HiSeq 4000	/files/ENCFF766DIC/	released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF367GUA	fastq	reads	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1	1	100		paired-ended	2	ENCFF560UPE		2988630187	Michael Snyder, Stanford	d1907d162d61e0373bc7a2d056b7d2e9	SRA:SRR8660009	https://www.encodeproject.org/files/ENCFF367GUA/@@download/ENCFF367GUA.fastq.gz			Illumina HiSeq 4000	/files/ENCFF188JJJ/	released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF517BTP	bam	unfiltered alignments	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1			100				ENCFF367GUA, ENCFF560UPE, ENCFF807MUK	4740664921	ENCODE Processing Pipeline	08d8bc5139e30dd95c8626a93dd60d49		https://www.encodeproject.org/files/ENCFF517BTP/@@download/ENCFF517BTP.bam	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF342QYG	bam	unfiltered alignments	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1			100				ENCFF367GUA, ENCFF560UPE, ENCFF643CGH	4737196259	ENCODE Processing Pipeline	b6ca090d70980274a1ba0f0412368c83		https://www.encodeproject.org/files/ENCFF342QYG/@@download/ENCFF342QYG.bam	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF387LUX	bam	alignments	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1			100				ENCFF367GUA, ENCFF560UPE, ENCFF807MUK	2496996904	ENCODE Processing Pipeline	4f9f1fb8c28d3db158642ba263f50885		https://www.encodeproject.org/files/ENCFF387LUX/@@download/ENCFF387LUX.bam	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF664CZI	bam	alignments	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1			100				ENCFF367GUA, ENCFF560UPE, ENCFF643CGH	2500717262	ENCODE Processing Pipeline	9eb609a85bb4b0a52204df13b6e2b8bd		https://www.encodeproject.org/files/ENCFF664CZI/@@download/ENCFF664CZI.bam	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF558YRQ	bigBed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF310RRY	11565412	ENCODE Processing Pipeline	174e48d6cf2a60906720f693f855630a		https://www.encodeproject.org/files/ENCFF558YRQ/@@download/ENCFF558YRQ.bigBed	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF169ARD	bigWig	signal p-value	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF387LUX, ENCFF564OLU	1074438591	ENCODE Processing Pipeline	b5b41e5c514ebe8125cedc57224dd235		https://www.encodeproject.org/files/ENCFF169ARD/@@download/ENCFF169ARD.bigWig	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF140LVW	bigWig	fold change over control	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF387LUX, ENCFF564OLU	953411848	ENCODE Processing Pipeline	c77c39f5db0fc450d35212244f0ebab0		https://www.encodeproject.org/files/ENCFF140LVW/@@download/ENCFF140LVW.bigWig	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF559EHQ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF001TDO, ENCFF310RRY	359597	ENCODE Processing Pipeline	b9f1c81147523f7d41a538a2f658fac4		https://www.encodeproject.org/files/ENCFF559EHQ/@@download/ENCFF559EHQ.bed.gz	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF122BSZ	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF559EHQ	709384	ENCODE Processing Pipeline	61f1daf2503400a2ef44b5e283045a75		https://www.encodeproject.org/files/ENCFF122BSZ/@@download/ENCFF122BSZ.bigBed	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF310RRY	bed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF387LUX, ENCFF564OLU	5170094	ENCODE Processing Pipeline	e6790f92146fb73a9d1d3bd67e4e0ca7		https://www.encodeproject.org/files/ENCFF310RRY/@@download/ENCFF310RRY.bed.gz	hg19				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF802COL	bigWig	signal p-value	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF664CZI, ENCFF804GMA	1016849851	ENCODE Processing Pipeline	a829c2996b0aff4509180e15c677f505		https://www.encodeproject.org/files/ENCFF802COL/@@download/ENCFF802COL.bigWig	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF709SVG	bed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF664CZI, ENCFF804GMA	5234358	ENCODE Processing Pipeline	f9963d4dcabf8dd1a80f09a22e94ed75		https://www.encodeproject.org/files/ENCFF709SVG/@@download/ENCFF709SVG.bed.gz	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF751QZF	bigWig	fold change over control	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF664CZI, ENCFF804GMA	956034261	ENCODE Processing Pipeline	28bfa249eaea705c53ce5a2e38386f52		https://www.encodeproject.org/files/ENCFF751QZF/@@download/ENCFF751QZF.bigWig	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF024YSG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF419RSJ, ENCFF709SVG	381411	ENCODE Processing Pipeline	afc92396084602f38b1d93d79df658c1		https://www.encodeproject.org/files/ENCFF024YSG/@@download/ENCFF024YSG.bed.gz	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF422KMQ	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF024YSG	742131	ENCODE Processing Pipeline	4344d9ba9e2087bcc47c712114bdb3c9		https://www.encodeproject.org/files/ENCFF422KMQ/@@download/ENCFF422KMQ.bigBed	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF310LZB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR066GBX	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2017-02-10	ENCODE				1							ENCFF709SVG	11654324	ENCODE Processing Pipeline	1c0a7e99f045378e9b7d26cc03559fe9		https://www.encodeproject.org/files/ENCFF310LZB/@@download/ENCFF310LZB.bigBed	GRCh38				released	low read depth, moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption		severe bottlenecking	
ENCFF435TOG	fastq	reads	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				1	1	50		single-ended				1494953897	Richard Myers, HAIB	79de8cdd48748c4ecdc4674de263dda0	SRA:SRR5338912	https://www.encodeproject.org/files/ENCFF435TOG/@@download/ENCFF435TOG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF805GCU/	released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF366KUG	fastq	reads	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2	1	50		single-ended				1173947745	Richard Myers, HAIB	b7c21d795409589cfa7b66fd55603469	SRA:SRR5338913	https://www.encodeproject.org/files/ENCFF366KUG/@@download/ENCFF366KUG.fastq.gz			Illumina HiSeq 2000	/files/ENCFF929JYK/	released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF927UXE	bigWig	signal p-value	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2							ENCFF807CUF, ENCFF924XUU	684444938	ENCODE Processing Pipeline	93acf3678d0dcf91874d3f5d4707403f		https://www.encodeproject.org/files/ENCFF927UXE/@@download/ENCFF927UXE.bigWig	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF475HAH	bigWig	fold change over control	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2							ENCFF807CUF, ENCFF924XUU	442139111	ENCODE Processing Pipeline	bdd6ca33bd436b85ef92dfa6f6240e32		https://www.encodeproject.org/files/ENCFF475HAH/@@download/ENCFF475HAH.bigWig	hg19				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF417XGQ	bam	unfiltered alignments	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				1			50				ENCFF435TOG, ENCFF643CGH	1531373682	ENCODE Processing Pipeline	a9f55ef5365d6a165b71d40abf2895b2		https://www.encodeproject.org/files/ENCFF417XGQ/@@download/ENCFF417XGQ.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF172NQP	bam	unfiltered alignments	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2			50				ENCFF366KUG, ENCFF643CGH	1179823949	ENCODE Processing Pipeline	d6a4da2abca30b1a928a7244cabd59be		https://www.encodeproject.org/files/ENCFF172NQP/@@download/ENCFF172NQP.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF058OZQ	bam	alignments	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2			50				ENCFF366KUG, ENCFF643CGH	841836651	ENCODE Processing Pipeline	ac34dce2e14b2e0341af40eaa185af01		https://www.encodeproject.org/files/ENCFF058OZQ/@@download/ENCFF058OZQ.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF658AIS	bam	alignments	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				1			50				ENCFF435TOG, ENCFF643CGH	1101997075	ENCODE Processing Pipeline	fddae2efea2e038c6232cad24b341a3a		https://www.encodeproject.org/files/ENCFF658AIS/@@download/ENCFF658AIS.bam	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF309PIL	bigWig	signal p-value	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				1							ENCFF370PSF, ENCFF658AIS	615903256	ENCODE Processing Pipeline	60de38315df3b3cf99ef324e47937095		https://www.encodeproject.org/files/ENCFF309PIL/@@download/ENCFF309PIL.bigWig	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF893AYJ	bigWig	signal p-value	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				2							ENCFF058OZQ, ENCFF406XEH	642931257	ENCODE Processing Pipeline	1b055acd1dac968e7465a3d7b523891e		https://www.encodeproject.org/files/ENCFF893AYJ/@@download/ENCFF893AYJ.bigWig	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
ENCFF770KHN	bigWig	fold change over control	ENCSR445QRF	ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens										HNF4A-human	DNA					False	2016-06-30	ENCODE				1							ENCFF370PSF, ENCFF658AIS	609995950	ENCODE Processing Pipeline	075c2aef00211799b3c1a0a01407672b		https://www.encodeproject.org/files/ENCFF770KHN/@@download/ENCFF770KHN.bigWig	GRCh38				released	mild to moderate bottlenecking, antibody characterized with exemption	biological replicates with identical biosample		
