File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF243YCB	bed narrowPeak	stable peaks	ENCSR234YIU	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF473CPN	422875	ENCODE Processing Pipeline	18a785ab25dbfee62d369a0244da84cc		https://www.encodeproject.org/files/ENCFF243YCB/@@download/ENCFF243YCB.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/9944fa75-b464-4c63-bf18-1cc418e1bdbf/ENCFF243YCB.bed.gz	low read length			
ENCFF473CPN	bed narrowPeak	peaks	ENCSR234YIU	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF237BVB, ENCFF930WOV	593937	ENCODE Processing Pipeline	18567a509ba75ce9b6d2e6e2f38f9e64		https://www.encodeproject.org/files/ENCFF473CPN/@@download/ENCFF473CPN.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/3b5377b6-177b-4a5c-916d-36e1c62f7e8b/ENCFF473CPN.bed.gz	low read length			
ENCFF641WRD	bed narrowPeak	peaks	ENCSR234YIU	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF435CIV, ENCFF507TCG	594808	ENCODE Processing Pipeline	b086c0f39998994aebed71540490fb0d		https://www.encodeproject.org/files/ENCFF641WRD/@@download/ENCFF641WRD.bed.gz	hg19				released	s3://encode-public/2017/05/23/54fbf217-e087-43cd-8550-fcd9ff36861b/ENCFF641WRD.bed.gz	low read length			
ENCFF407UCE	bed narrowPeak	stable peaks	ENCSR234YIU	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF641WRD	422957	ENCODE Processing Pipeline	b05303cfa04d154594079f8e7afa973e		https://www.encodeproject.org/files/ENCFF407UCE/@@download/ENCFF407UCE.bed.gz	hg19				released	s3://encode-public/2017/05/23/e5f81360-9982-4f4d-8065-69fb42bee930/ENCFF407UCE.bed.gz	low read length			
ENCFF501WIO	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				2							ENCFF823ZQX, ENCFF994HCO	794738	ENCODE Processing Pipeline	f6aa2da44822038929bdce957304b1e4		https://www.encodeproject.org/files/ENCFF501WIO/@@download/ENCFF501WIO.bed.gz	hg19				released	s3://encode-public/2017/01/30/835908c8-b142-4290-85c6-d1aaf5984c49/ENCFF501WIO.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF613JPH	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1, 2							ENCFF415TQT, ENCFF823ZQX, ENCFF994HCO	846660	ENCODE Processing Pipeline	a92740d7b37a075879e5f6f96be0a3d0		https://www.encodeproject.org/files/ENCFF613JPH/@@download/ENCFF613JPH.bed.gz	hg19				released	s3://encode-public/2017/01/30/dfe789b7-543e-43e6-9572-ebb0df094b13/ENCFF613JPH.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF362GSY	bed narrowPeak	replicated peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1, 2							ENCFF501WIO, ENCFF605CYH, ENCFF613JPH	1042450	ENCODE Processing Pipeline	b8f0e6b3373aea94395faf52e1921a7f		https://www.encodeproject.org/files/ENCFF362GSY/@@download/ENCFF362GSY.bed.gz	hg19				released	s3://encode-public/2017/01/30/a7aaa11e-2307-44d1-af20-e21e4527a8fd/ENCFF362GSY.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF605CYH	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF415TQT, ENCFF823ZQX	966107	ENCODE Processing Pipeline	b8967cda58d4275d24b09efcd08e1089		https://www.encodeproject.org/files/ENCFF605CYH/@@download/ENCFF605CYH.bed.gz	hg19				released	s3://encode-public/2017/01/30/1e8a4c07-815c-4c2e-914a-20b57e654237/ENCFF605CYH.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF419MVO	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1, 2							ENCFF144FKQ, ENCFF511OLW, ENCFF903YYP	846881	ENCODE Processing Pipeline	397bf2e1634d3319f14e0041873b7fe9		https://www.encodeproject.org/files/ENCFF419MVO/@@download/ENCFF419MVO.bed.gz	GRCh38				released	s3://encode-public/2017/01/30/c60b0060-cd4e-4050-86cd-1d1fee8bec30/ENCFF419MVO.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF534AZK	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF144FKQ, ENCFF511OLW	967765	ENCODE Processing Pipeline	190dd71989c715fd0c793ac60120549f		https://www.encodeproject.org/files/ENCFF534AZK/@@download/ENCFF534AZK.bed.gz	GRCh38				released	s3://encode-public/2017/01/30/bd04d5a9-6c25-467a-977f-f155d2986781/ENCFF534AZK.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF633FHV	bed narrowPeak	peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				2							ENCFF144FKQ, ENCFF903YYP	803626	ENCODE Processing Pipeline	513662d523df1f8846be0cf513510c80		https://www.encodeproject.org/files/ENCFF633FHV/@@download/ENCFF633FHV.bed.gz	GRCh38				released	s3://encode-public/2017/01/30/6760f482-0e67-4477-bd54-7eae68f4576e/ENCFF633FHV.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF355IZE	bed narrowPeak	replicated peaks	ENCSR607ARN	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1, 2							ENCFF419MVO, ENCFF534AZK, ENCFF633FHV	1039373	ENCODE Processing Pipeline	d95307a03e320954827ed9ac9f199ffd		https://www.encodeproject.org/files/ENCFF355IZE/@@download/ENCFF355IZE.bed.gz	GRCh38				released	s3://encode-public/2017/01/30/877f3642-5f9e-4d15-be49-2503ab3dd5c0/ENCFF355IZE.bed.gz	mild to moderate bottlenecking, moderate library complexity	biological replicates with identical biosample		
ENCFF567GMK	bed narrowPeak	peaks	ENCSR321SZE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF494NIW, ENCFF620IAB	1124148	Anshul Kundaje, Stanford	9d900e149c179e19e5735a32c1b980cb		https://www.encodeproject.org/files/ENCFF567GMK/@@download/ENCFF567GMK.bed.gz	hg19				archived	s3://encode-public/2016/03/09/f14acb6f-1a3a-464d-adb1-6625c763fd18/ENCFF567GMK.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read depth			
ENCFF309QDB	bed narrowPeak	peaks	ENCSR321SZE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF191VBQ, ENCFF497RMK	1179743	ENCODE Processing Pipeline	4beb3b63bcc4f2f11024da5d525a97bc		https://www.encodeproject.org/files/ENCFF309QDB/@@download/ENCFF309QDB.bed.gz	hg19				released	s3://encode-public/2017/03/21/e8b18100-d9e1-4cd1-879f-06ad6c91baed/ENCFF309QDB.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read depth			
ENCFF429ZVU	bed narrowPeak	stable peaks	ENCSR321SZE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF309QDB	604098	ENCODE Processing Pipeline	d36a6b061a2a97de04cd750db6a2ecd4		https://www.encodeproject.org/files/ENCFF429ZVU/@@download/ENCFF429ZVU.bed.gz	hg19				released	s3://encode-public/2017/03/21/0075a322-7db3-43e2-a098-fa27f2d86416/ENCFF429ZVU.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read depth			
ENCFF218FSR	bed narrowPeak	peaks	ENCSR321SZE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF219BET, ENCFF999JOG	1179457	ENCODE Processing Pipeline	5ae373af5bd5703b690e53b4d78d3afc		https://www.encodeproject.org/files/ENCFF218FSR/@@download/ENCFF218FSR.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/399cc897-7d5c-43ee-b50d-ad259e31838e/ENCFF218FSR.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read depth			
ENCFF890JZD	bed narrowPeak	stable peaks	ENCSR321SZE	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF218FSR	606275	ENCODE Processing Pipeline	232b4f00059d409241d6a0777fdc8546		https://www.encodeproject.org/files/ENCFF890JZD/@@download/ENCFF890JZD.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/a49f10ca-f8b7-4f81-9cc4-9e9724b778d9/ENCFF890JZD.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read depth			
ENCFF440QRM	bed narrowPeak	peaks	ENCSR926NMC	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-06-30	ENCODE				1							ENCFF159PLR, ENCFF658QET	572728	ENCODE Processing Pipeline	548ba332d369df7aea5c8dad48a91c27		https://www.encodeproject.org/files/ENCFF440QRM/@@download/ENCFF440QRM.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/013bbd8a-6e60-4e26-abf2-f51784d8c613/ENCFF440QRM.bed.gz				
ENCFF231LMG	bed narrowPeak	stable peaks	ENCSR926NMC	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-06-30	ENCODE				1							ENCFF440QRM	266557	ENCODE Processing Pipeline	f6d3b9809f0a02844720aa9ad0141067		https://www.encodeproject.org/files/ENCFF231LMG/@@download/ENCFF231LMG.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/e8c2fabe-7e6a-452e-8c03-4ab07c6004ea/ENCFF231LMG.bed.gz				
ENCFF712MSN	bed narrowPeak	peaks	ENCSR926NMC	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-06-30	ENCODE				1							ENCFF418HCK, ENCFF515NMM	571785	ENCODE Processing Pipeline	79d75ee5c40587549b091f515acf63dd		https://www.encodeproject.org/files/ENCFF712MSN/@@download/ENCFF712MSN.bed.gz	hg19				released	s3://encode-public/2017/04/07/12483cfa-fd19-453a-880b-910d5fa44d5f/ENCFF712MSN.bed.gz				
ENCFF024WLD	bed narrowPeak	stable peaks	ENCSR926NMC	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-06-30	ENCODE				1							ENCFF712MSN	267790	ENCODE Processing Pipeline	a3a133145b40d4dce260e3b5182492e2		https://www.encodeproject.org/files/ENCFF024WLD/@@download/ENCFF024WLD.bed.gz	hg19				released	s3://encode-public/2017/04/07/d49cca08-1f7a-4dae-adf4-4d8c19840a4a/ENCFF024WLD.bed.gz				
ENCFF955TUJ	bed narrowPeak	stable peaks	ENCSR605QAV	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF237RCB	839463	ENCODE Processing Pipeline	bd11acb12d4218039e09c5ef22fba24a		https://www.encodeproject.org/files/ENCFF955TUJ/@@download/ENCFF955TUJ.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/3a877202-5641-4676-9c50-02520de0a7fe/ENCFF955TUJ.bed.gz				
ENCFF237RCB	bed narrowPeak	peaks	ENCSR605QAV	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF128CEV, ENCFF436EGK	962940	ENCODE Processing Pipeline	a22fc2c90e7af803a3b3e17f3141bc3f		https://www.encodeproject.org/files/ENCFF237RCB/@@download/ENCFF237RCB.bed.gz	GRCh38				released	s3://encode-public/2017/04/06/48695aef-c923-40f2-bd21-b47e2cdfe2d9/ENCFF237RCB.bed.gz				
ENCFF882CKC	bed narrowPeak	peaks	ENCSR605QAV	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF324FZL, ENCFF856OEK	967112	ENCODE Processing Pipeline	aaf04a7b407d6781ce9bc8c09c5d6789		https://www.encodeproject.org/files/ENCFF882CKC/@@download/ENCFF882CKC.bed.gz	hg19				released	s3://encode-public/2017/04/07/fffcaba0-6210-4f61-bf8d-e3e1abbcaeb3/ENCFF882CKC.bed.gz				
ENCFF793SKE	bed narrowPeak	stable peaks	ENCSR605QAV	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF882CKC	835436	ENCODE Processing Pipeline	0404880cf2f061dfab9c0a46e8ff7945		https://www.encodeproject.org/files/ENCFF793SKE/@@download/ENCFF793SKE.bed.gz	hg19				released	s3://encode-public/2017/04/07/dc97afad-10ac-4edb-b8e7-b25eb481711a/ENCFF793SKE.bed.gz				
ENCFF367HHE	bed narrowPeak	peaks	ENCSR197QDK	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF608SQR, ENCFF813EVB	1115392	ENCODE Processing Pipeline	9f8fd1aa0b1d9c9912926f5d8ce1fd89		https://www.encodeproject.org/files/ENCFF367HHE/@@download/ENCFF367HHE.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/7d2ab456-6cac-4d45-a25c-b408dbda826b/ENCFF367HHE.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF668SYA	bed narrowPeak	stable peaks	ENCSR197QDK	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF367HHE	1300694	ENCODE Processing Pipeline	fd712c6cdec0e38e1d2484924c370c39		https://www.encodeproject.org/files/ENCFF668SYA/@@download/ENCFF668SYA.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/f14353dd-f8ab-4ac6-b2e7-2c3e6437335f/ENCFF668SYA.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF997QAS	bed narrowPeak	stable peaks	ENCSR197QDK	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF665XPM	1301047	ENCODE Processing Pipeline	a26efeaad534cbe5a0109d8cfa6c8bc3		https://www.encodeproject.org/files/ENCFF997QAS/@@download/ENCFF997QAS.bed.gz	hg19				released	s3://encode-public/2017/03/22/9a4ba5e2-a362-4aff-b6e3-b56249218e65/ENCFF997QAS.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF665XPM	bed narrowPeak	peaks	ENCSR197QDK	ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-03	ENCODE				1							ENCFF391HVL, ENCFF715WFB	1111389	ENCODE Processing Pipeline	d8997f3485a875e46cfe6831bfaeb2a3		https://www.encodeproject.org/files/ENCFF665XPM/@@download/ENCFF665XPM.bed.gz	hg19				released	s3://encode-public/2017/03/22/b0620d3c-a302-4ae5-885f-9bbef9254e4d/ENCFF665XPM.bed.gz	moderate library complexity, mild to moderate bottlenecking			
ENCFF244AEM	bed narrowPeak	peaks	ENCSR322FGP	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF207QUU, ENCFF224ZNQ	569939	ENCODE Processing Pipeline	981ed8723d4d45a84a38d621b75c7ce0		https://www.encodeproject.org/files/ENCFF244AEM/@@download/ENCFF244AEM.bed.gz	hg19				released	s3://encode-public/2018/01/23/c4cbe5fb-85aa-4ad5-9810-8561a51ba546/ENCFF244AEM.bed.gz	low read length, control low read depth			
ENCFF375WVL	bed narrowPeak	stable peaks	ENCSR322FGP	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF244AEM	576380	ENCODE Processing Pipeline	6e37ab28e83e7e70807f495a7d151d42		https://www.encodeproject.org/files/ENCFF375WVL/@@download/ENCFF375WVL.bed.gz	hg19				released	s3://encode-public/2018/01/23/50e14fa5-8e06-4151-9085-d477862ab9d6/ENCFF375WVL.bed.gz	low read length, control low read depth			
ENCFF946FVJ	bed narrowPeak	stable peaks	ENCSR322FGP	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF260XTJ	577010	ENCODE Processing Pipeline	aa424ae69367c117c97f859b865cedbc		https://www.encodeproject.org/files/ENCFF946FVJ/@@download/ENCFF946FVJ.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/ae96480a-9a85-4aa7-a5cd-a51b3ee3a11b/ENCFF946FVJ.bed.gz	low read length, control low read depth			
ENCFF260XTJ	bed narrowPeak	peaks	ENCSR322FGP	ChIP-seq	UBERON:0000317	colonic mucosa	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF136EUF, ENCFF556KHR	569490	ENCODE Processing Pipeline	82d2fd01d3ff07303a274631165d02fa		https://www.encodeproject.org/files/ENCFF260XTJ/@@download/ENCFF260XTJ.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/fdf8e153-c480-40d4-8736-ab27aff397cf/ENCFF260XTJ.bed.gz	low read length, control low read depth			
ENCFF492RSZ	bed narrowPeak	peaks	ENCSR501FTL	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF540KXI, ENCFF792TOC	1654362	ENCODE Processing Pipeline	1f30174786dea402aa95b9fb77522c3b		https://www.encodeproject.org/files/ENCFF492RSZ/@@download/ENCFF492RSZ.bed.gz	hg19				released	s3://encode-public/2018/01/24/c22c6d5f-8d6a-4812-8aee-ebd352d07678/ENCFF492RSZ.bed.gz	low read length			
ENCFF677NUX	bed narrowPeak	stable peaks	ENCSR501FTL	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF492RSZ	1164701	ENCODE Processing Pipeline	81fbfbc658e733d4340c1781376e766a		https://www.encodeproject.org/files/ENCFF677NUX/@@download/ENCFF677NUX.bed.gz	hg19				released	s3://encode-public/2018/01/24/f1cc3867-44c0-4335-9253-b6089c3e94a6/ENCFF677NUX.bed.gz	low read length			
ENCFF711TJV	bed narrowPeak	peaks	ENCSR501FTL	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF110INE, ENCFF531XKD	1696599	ENCODE Processing Pipeline	7bdfbd4ffc367ae2cb640fd9790addc0		https://www.encodeproject.org/files/ENCFF711TJV/@@download/ENCFF711TJV.bed.gz	GRCh38				released	s3://encode-public/2018/01/24/f39abf08-7f09-4467-9ac5-9e2d5ff80155/ENCFF711TJV.bed.gz	low read length			
ENCFF290CQD	bed narrowPeak	stable peaks	ENCSR501FTL	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF711TJV	1186399	ENCODE Processing Pipeline	98b10296fa728048950873a19c6539b6		https://www.encodeproject.org/files/ENCFF290CQD/@@download/ENCFF290CQD.bed.gz	GRCh38				released	s3://encode-public/2018/01/24/0ae0c156-c869-449e-946b-6d6e211087b1/ENCFF290CQD.bed.gz	low read length			
ENCFF408LCT	bed narrowPeak	peaks	ENCSR032BMQ	ChIP-seq	UBERON:0002967	cingulate gyrus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF023WDM, ENCFF920BQH	1170582	ENCODE Processing Pipeline	ef25c64b3352e77599c3aaed50e699ed		https://www.encodeproject.org/files/ENCFF408LCT/@@download/ENCFF408LCT.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/9dd32fea-4b2b-43e3-bf8d-bcadcd7adc83/ENCFF408LCT.bed.gz	low read length			
ENCFF082KXY	bed narrowPeak	stable peaks	ENCSR032BMQ	ChIP-seq	UBERON:0002967	cingulate gyrus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF408LCT	951980	ENCODE Processing Pipeline	37362bd3d2c171e578e5316b130bf9db		https://www.encodeproject.org/files/ENCFF082KXY/@@download/ENCFF082KXY.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/1666aeba-091c-4f05-b8c5-c29247fe9bc9/ENCFF082KXY.bed.gz	low read length			
ENCFF378CBE	bed narrowPeak	peaks	ENCSR032BMQ	ChIP-seq	UBERON:0002967	cingulate gyrus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF737WXH, ENCFF891XOS	1123374	ENCODE Processing Pipeline	bdc736db7412027be50638e4bd3d5e31		https://www.encodeproject.org/files/ENCFF378CBE/@@download/ENCFF378CBE.bed.gz	hg19				released	s3://encode-public/2018/01/20/74d2b140-539d-405f-9410-4025d9f52977/ENCFF378CBE.bed.gz	low read length			
ENCFF310HBQ	bed narrowPeak	stable peaks	ENCSR032BMQ	ChIP-seq	UBERON:0002967	cingulate gyrus	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF378CBE	975277	ENCODE Processing Pipeline	99bd3e7943e3dd4f26451c6cfeeb20de		https://www.encodeproject.org/files/ENCFF310HBQ/@@download/ENCFF310HBQ.bed.gz	hg19				released	s3://encode-public/2018/01/20/1c8b66b7-b135-4afd-ae9e-4015906676d9/ENCFF310HBQ.bed.gz	low read length			
ENCFF729BGV	bed narrowPeak	stable peaks	ENCSR884EVT	ChIP-seq	UBERON:0000016	endocrine pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF098PDX	567020	ENCODE Processing Pipeline	bb1bb26d7e9040a9eb127e0851e9f0c1		https://www.encodeproject.org/files/ENCFF729BGV/@@download/ENCFF729BGV.bed.gz	GRCh38				released	s3://encode-public/2017/11/28/7df83395-9fe8-4cfe-8f3e-79723dc89369/ENCFF729BGV.bed.gz			insufficient read depth, control insufficient read depth	
